language,text,sentiment
English,Ithu valiya problem aanu. :),negative
Tanglish,Romba kastam-a irukku! :),negative
English,Iâ€™m really happy with the result! :),positive
English,Itâ€™s raining outside.!,neutral
Manglish,Njan just avide poyi vannu. :),neutral
English,Ithu valiya problem aanu.,negative
English,Itâ€™s raining outside..,neutral
Manglish,Njan just avide poyi vannu. :),neutral
English,Super-a irundhuchu meeting!.,positive
English,Ithu valiya problem aanu..,negative
English,Super-a irundhuchu meeting!,positive
English,I didnâ€™t like the product at all. :),negative
Manglish,Njan just avide poyi vannu. :),neutral
English,Itâ€™s raining outside.,neutral
English,Super-a irundhuchu meeting!!,positive
Tanglish,Naan station ku poitten..,neutral
English,Super-a irundhuchu meeting!.,positive
Tanglish,Naan station ku poitten..,neutral
English,Itâ€™s raining outside.!,neutral
English,Super-a irundhuchu meeting!,positive
English,I didnâ€™t like the product at all.,negative
English,Ithu valiya problem aanu..,negative
English,Itâ€™s raining outside..,neutral
English,I didnâ€™t like the product at all.,negative
Manglish,Ithupole oru good news kaananilla!,positive
Manglish,Njan just avide poyi vannu. :),neutral
Tanglish,Naan station ku poitten..,neutral
Tanglish,Naan station ku poitten. :),neutral
English,Iâ€™m really happy with the result!,positive
Manglish,Njan just avide poyi vannu. :),neutral
Tanglish,Naan station ku poitten..,neutral
English,Super-a irundhuchu meeting!,positive
English,Ithu valiya problem aanu..,negative
Manglish,Njan just avide poyi vannu..,neutral
English,I didnâ€™t like the product at all.!,negative
English,Itâ€™s raining outside. :),neutral
English,Iâ€™m really happy with the result!,positive
Manglish,Ithupole oru good news kaananilla!,positive
Tanglish,Romba kastam-a irukku! :),negative
English,I didnâ€™t like the product at all.,negative
English,Super-a irundhuchu meeting!.,positive
Tanglish,Naan station ku poitten..,neutral
Manglish,Njan just avide poyi vannu.,neutral
English,Itâ€™s raining outside.!,neutral
English,Super-a irundhuchu meeting!!,positive
English,Ithu valiya problem aanu. :),negative
Tanglish,Naan station ku poitten..,neutral
English,Ithu valiya problem aanu. :),negative
English,Itâ€™s raining outside.!,neutral
English,Super-a irundhuchu meeting!.,positive
English,Super-a irundhuchu meeting!.,positive
Tanglish,Romba kastam-a irukku! :),negative
Tanglish,Romba kastam-a irukku!!,negative
English,I didnâ€™t like the product at all.!,negative
English,Super-a irundhuchu meeting!,positive
Tanglish,Romba kastam-a irukku!!,negative
Tanglish,Romba kastam-a irukku!!,negative
English,Ithu valiya problem aanu.!,negative
English,I didnâ€™t like the product at all.,negative
English,Ithu valiya problem aanu. :),negative
Manglish,Ithupole oru good news kaananilla!!,positive
Tanglish,Romba kastam-a irukku!!,negative
English,Ithu valiya problem aanu.!,negative
English,Itâ€™s raining outside. :),neutral
Manglish,Njan just avide poyi vannu.,neutral
Tanglish,Naan station ku poitten.,neutral
Tanglish,Naan station ku poitten.!,neutral
English,I didnâ€™t like the product at all. :),negative
Manglish,Ithupole oru good news kaananilla!,positive
English,Ithu valiya problem aanu.,negative
English,Itâ€™s raining outside.!,neutral
Manglish,Njan just avide poyi vannu.,neutral
English,Super-a irundhuchu meeting!!,positive
English,Iâ€™m really happy with the result!.,positive
Tanglish,Romba kastam-a irukku!!,negative
English,Ithu valiya problem aanu.,negative
English,I didnâ€™t like the product at all.,negative
English,I didnâ€™t like the product at all.,negative
English,Itâ€™s raining outside. :),neutral
English,Iâ€™m really happy with the result!!,positive
English,Itâ€™s raining outside.,neutral
English,Iâ€™m really happy with the result!.,positive
English,Ithu valiya problem aanu.!,negative
English,Ithu valiya problem aanu..,negative
Manglish,Ithupole oru good news kaananilla!,positive
Manglish,Ithupole oru good news kaananilla! :),positive
English,Itâ€™s raining outside.,neutral
English,Super-a irundhuchu meeting!,positive
Tanglish,Romba kastam-a irukku! :),negative
Manglish,Ithupole oru good news kaananilla! :),positive
Tanglish,Romba kastam-a irukku! :),negative
English,Iâ€™m really happy with the result!.,positive
English,I didnâ€™t like the product at all..,negative
Manglish,Ithupole oru good news kaananilla!!,positive
English,Iâ€™m really happy with the result!!,positive
Manglish,Njan just avide poyi vannu.,neutral
Manglish,Njan just avide poyi vannu. :),neutral
Tanglish,Romba kastam-a irukku!.,negative
English,I didnâ€™t like the product at all.!,negative
English,I didnâ€™t like the product at all..,negative
Tanglish,Romba kastam-a irukku!!,negative
English,Itâ€™s raining outside. :),neutral
English,Super-a irundhuchu meeting!,positive
English,Itâ€™s raining outside.,neutral
Manglish,Njan just avide poyi vannu..,neutral
Tanglish,Romba kastam-a irukku!.,negative
English,Iâ€™m really happy with the result! :),positive
Tanglish,Naan station ku poitten. :),neutral
English,Super-a irundhuchu meeting!.,positive
English,Itâ€™s raining outside.!,neutral
English,Iâ€™m really happy with the result!!,positive
English,Itâ€™s raining outside..,neutral
Manglish,Ithupole oru good news kaananilla! :),positive
Manglish,Njan just avide poyi vannu..,neutral
English,Super-a irundhuchu meeting!.,positive
Tanglish,Romba kastam-a irukku! :),negative
English,Itâ€™s raining outside.!,neutral
Tanglish,Naan station ku poitten. :),neutral
English,I didnâ€™t like the product at all.,negative
English,I didnâ€™t like the product at all.,negative
Manglish,Ithupole oru good news kaananilla!,positive
English,Itâ€™s raining outside..,neutral
Tanglish,Romba kastam-a irukku! :),negative
Tanglish,Naan station ku poitten.!,neutral
Tanglish,Romba kastam-a irukku! :),negative
Tanglish,Naan station ku poitten. :),neutral
Manglish,Njan just avide poyi vannu.!,neutral
Manglish,Ithupole oru good news kaananilla!.,positive
English,I didnâ€™t like the product at all.,negative
Tanglish,Naan station ku poitten..,neutral
Tanglish,Naan station ku poitten. :),neutral
English,Super-a irundhuchu meeting!.,positive
English,I didnâ€™t like the product at all. :),negative
English,Super-a irundhuchu meeting!.,positive
English,I didnâ€™t like the product at all..,negative
English,Iâ€™m really happy with the result!,positive
English,Super-a irundhuchu meeting! :),positive
Manglish,Ithupole oru good news kaananilla! :),positive
Manglish,Ithupole oru good news kaananilla! :),positive
English,Iâ€™m really happy with the result!!,positive
Manglish,Njan just avide poyi vannu.!,neutral
Manglish,Njan just avide poyi vannu.,neutral
English,Iâ€™m really happy with the result! :),positive
English,Ithu valiya problem aanu.!,negative
Manglish,Njan just avide poyi vannu. :),neutral
Tanglish,Romba kastam-a irukku!.,negative
Manglish,Ithupole oru good news kaananilla!.,positive
English,Ithu valiya problem aanu.,negative
English,Super-a irundhuchu meeting!.,positive
Tanglish,Romba kastam-a irukku!,negative
Manglish,Ithupole oru good news kaananilla!,positive
Manglish,Njan just avide poyi vannu. :),neutral
English,Ithu valiya problem aanu.,negative
Tanglish,Romba kastam-a irukku!,negative
English,I didnâ€™t like the product at all. :),negative
Manglish,Ithupole oru good news kaananilla! :),positive
Manglish,Ithupole oru good news kaananilla! :),positive
Tanglish,Romba kastam-a irukku!,negative
English,Super-a irundhuchu meeting! :),positive
English,Itâ€™s raining outside.,neutral
Tanglish,Romba kastam-a irukku! :),negative
Tanglish,Naan station ku poitten.,neutral
Tanglish,Naan station ku poitten.,neutral
English,I didnâ€™t like the product at all. :),negative
English,Ithu valiya problem aanu.,negative
English,Ithu valiya problem aanu.!,negative
Tanglish,Naan station ku poitten.!,neutral
English,Ithu valiya problem aanu.!,negative
Manglish,Ithupole oru good news kaananilla!!,positive
English,Itâ€™s raining outside.!,neutral
Tanglish,Naan station ku poitten.!,neutral
Tanglish,Romba kastam-a irukku! :),negative
Tanglish,Romba kastam-a irukku! :),negative
Manglish,Ithupole oru good news kaananilla!.,positive
English,I didnâ€™t like the product at all..,negative
Tanglish,Naan station ku poitten.!,neutral
English,Super-a irundhuchu meeting!!,positive
Manglish,Ithupole oru good news kaananilla!,positive
English,Iâ€™m really happy with the result!,positive
English,Iâ€™m really happy with the result!,positive
English,I didnâ€™t like the product at all.!,negative
English,Iâ€™m really happy with the result!,positive
English,Iâ€™m really happy with the result!.,positive
English,Super-a irundhuchu meeting!!,positive
Manglish,Njan just avide poyi vannu..,neutral
English,Iâ€™m really happy with the result! :),positive
English,Iâ€™m really happy with the result!,positive
English,Ithu valiya problem aanu.,negative
English,Iâ€™m really happy with the result!,positive
English,Super-a irundhuchu meeting!!,positive
Manglish,Njan just avide poyi vannu.!,neutral
English,I didnâ€™t like the product at all. :),negative
English,Super-a irundhuchu meeting!!,positive
English,Super-a irundhuchu meeting!.,positive
Manglish,Njan just avide poyi vannu.!,neutral
Tanglish,Romba kastam-a irukku!.,negative
English,Iâ€™m really happy with the result! :),positive
Tanglish,Romba kastam-a irukku!.,negative
Manglish,Ithupole oru good news kaananilla!,positive
English,Ithu valiya problem aanu.,negative
Manglish,Njan just avide poyi vannu. :),neutral
English,Super-a irundhuchu meeting!,positive
English,Ithu valiya problem aanu.,negative
English,Itâ€™s raining outside.,neutral
Manglish,Njan just avide poyi vannu.,neutral
Manglish,Ithupole oru good news kaananilla!!,positive
English,Ithu valiya problem aanu.,negative
Tanglish,Romba kastam-a irukku!!,negative
Manglish,Ithupole oru good news kaananilla!.,positive
English,Itâ€™s raining outside.!,neutral
English,Super-a irundhuchu meeting!.,positive
English,Ithu valiya problem aanu.!,negative
Tanglish,Naan station ku poitten.!,neutral
Manglish,Ithupole oru good news kaananilla!!,positive
English,I didnâ€™t like the product at all.!,negative
Manglish,Njan just avide poyi vannu. :),neutral
English,Iâ€™m really happy with the result!.,positive
Tanglish,Naan station ku poitten. :),neutral
Tanglish,Romba kastam-a irukku!!,negative
Tanglish,Romba kastam-a irukku!!,negative
Tanglish,Romba kastam-a irukku!,negative
Tanglish,Romba kastam-a irukku!,negative
Manglish,Njan just avide poyi vannu.!,neutral
English,Iâ€™m really happy with the result!!,positive
English,Ithu valiya problem aanu.,negative
English,Iâ€™m really happy with the result! :),positive
English,I didnâ€™t like the product at all..,negative
Tanglish,Romba kastam-a irukku! :),negative
Tanglish,Romba kastam-a irukku!!,negative
Tanglish,Naan station ku poitten..,neutral
Manglish,Njan just avide poyi vannu.,neutral
Tanglish,Romba kastam-a irukku!!,negative
English,Super-a irundhuchu meeting! :),positive
Tanglish,Naan station ku poitten.!,neutral
English,Ithu valiya problem aanu. :),negative
Manglish,Ithupole oru good news kaananilla! :),positive
Manglish,Ithupole oru good news kaananilla!.,positive
English,Itâ€™s raining outside..,neutral
English,Super-a irundhuchu meeting! :),positive
English,Ithu valiya problem aanu..,negative
English,Super-a irundhuchu meeting!.,positive
Tanglish,Romba kastam-a irukku! :),negative
English,Super-a irundhuchu meeting!!,positive
English,Ithu valiya problem aanu. :),negative
Tanglish,Naan station ku poitten.,neutral
English,I didnâ€™t like the product at all.,negative
English,Iâ€™m really happy with the result!,positive
Manglish,Ithupole oru good news kaananilla! :),positive
Manglish,Njan just avide poyi vannu..,neutral
Manglish,Njan just avide poyi vannu.!,neutral
Tanglish,Romba kastam-a irukku!,negative
English,Super-a irundhuchu meeting! :),positive
English,Iâ€™m really happy with the result!!,positive
Manglish,Njan just avide poyi vannu..,neutral
English,Super-a irundhuchu meeting!.,positive
English,I didnâ€™t like the product at all..,negative
Manglish,Ithupole oru good news kaananilla!.,positive
Tanglish,Romba kastam-a irukku!.,negative
English,Ithu valiya problem aanu. :),negative
Manglish,Ithupole oru good news kaananilla!.,positive
English,Itâ€™s raining outside.!,neutral
English,Super-a irundhuchu meeting!,positive
Manglish,Ithupole oru good news kaananilla!.,positive
English,Super-a irundhuchu meeting!.,positive
English,I didnâ€™t like the product at all.!,negative
English,Super-a irundhuchu meeting!.,positive
English,Ithu valiya problem aanu. :),negative
English,I didnâ€™t like the product at all.,negative
Tanglish,Romba kastam-a irukku!,negative
English,Itâ€™s raining outside. :),neutral
English,Itâ€™s raining outside.,neutral
Tanglish,Romba kastam-a irukku! :),negative
Tanglish,Naan station ku poitten.!,neutral
Manglish,Njan just avide poyi vannu.!,neutral
Tanglish,Naan station ku poitten.,neutral
English,I didnâ€™t like the product at all.!,negative
English,Iâ€™m really happy with the result!,positive
English,Iâ€™m really happy with the result!,positive
Manglish,Njan just avide poyi vannu. :),neutral
English,Itâ€™s raining outside.!,neutral
English,Itâ€™s raining outside..,neutral
English,Super-a irundhuchu meeting!!,positive
Tanglish,Naan station ku poitten.,neutral
Tanglish,Naan station ku poitten. :),neutral
Manglish,Ithupole oru good news kaananilla! :),positive
English,I didnâ€™t like the product at all..,negative
Tanglish,Romba kastam-a irukku!!,negative
English,Ithu valiya problem aanu..,negative
English,I didnâ€™t like the product at all..,negative
Tanglish,Naan station ku poitten..,neutral
English,Super-a irundhuchu meeting!!,positive
Manglish,Njan just avide poyi vannu. :),neutral
Tanglish,Naan station ku poitten..,neutral
English,Super-a irundhuchu meeting!!,positive
Tanglish,Romba kastam-a irukku! :),negative
English,Ithu valiya problem aanu. :),negative
Tanglish,Naan station ku poitten.,neutral
English,I didnâ€™t like the product at all. :),negative
Tanglish,Romba kastam-a irukku!!,negative
English,Itâ€™s raining outside..,neutral
Manglish,Ithupole oru good news kaananilla!!,positive
Tanglish,Naan station ku poitten.!,neutral
English,Super-a irundhuchu meeting!!,positive
English,Super-a irundhuchu meeting! :),positive
English,Itâ€™s raining outside. :),neutral
Tanglish,Romba kastam-a irukku!!,negative
Tanglish,Naan station ku poitten.!,neutral
Tanglish,Romba kastam-a irukku!!,negative
Manglish,Ithupole oru good news kaananilla!,positive
English,Itâ€™s raining outside.,neutral
English,Super-a irundhuchu meeting!!,positive
Tanglish,Romba kastam-a irukku! :),negative
Tanglish,Naan station ku poitten.,neutral
English,Ithu valiya problem aanu..,negative
English,Super-a irundhuchu meeting!,positive
Manglish,Njan just avide poyi vannu. :),neutral
English,Super-a irundhuchu meeting!,positive
English,Iâ€™m really happy with the result!,positive
English,Ithu valiya problem aanu. :),negative
Manglish,Ithupole oru good news kaananilla! :),positive
Manglish,Njan just avide poyi vannu..,neutral
Tanglish,Romba kastam-a irukku!!,negative
English,Itâ€™s raining outside.!,neutral
English,Iâ€™m really happy with the result! :),positive
English,Itâ€™s raining outside. :),neutral
English,Super-a irundhuchu meeting! :),positive
Tanglish,Romba kastam-a irukku!.,negative
English,Ithu valiya problem aanu.,negative
English,I didnâ€™t like the product at all.,negative
English,Iâ€™m really happy with the result! :),positive
English,Itâ€™s raining outside.!,neutral
Manglish,Ithupole oru good news kaananilla! :),positive
English,I didnâ€™t like the product at all..,negative
English,Super-a irundhuchu meeting! :),positive
Tanglish,Naan station ku poitten.,neutral
English,Iâ€™m really happy with the result! :),positive
English,Itâ€™s raining outside..,neutral
English,Itâ€™s raining outside.,neutral
English,Iâ€™m really happy with the result!,positive
Manglish,Ithupole oru good news kaananilla! :),positive
Tanglish,Naan station ku poitten.!,neutral
Tanglish,Naan station ku poitten.!,neutral
Manglish,Njan just avide poyi vannu. :),neutral
Manglish,Njan just avide poyi vannu..,neutral
Tanglish,Naan station ku poitten..,neutral
Manglish,Ithupole oru good news kaananilla!,positive
English,I didnâ€™t like the product at all. :),negative
Manglish,Ithupole oru good news kaananilla! :),positive
Manglish,Ithupole oru good news kaananilla!!,positive
Tanglish,Naan station ku poitten..,neutral
Manglish,Ithu nalla idea aanu,positive
Manglish,Poda Poori,negative
Manglish,Poda Thayoli,negative
Manglish,Poda Koothichi,negative
Manglish,Poda Kunnan,negative
Manglish,Poda Polayadi,negative
Manglish,Poda Patti,negative
Manglish,Poda Thendi,negative
Manglish,Poda Koppu,negative
Manglish,Poda Pullu,negative
Manglish,Poda Chetta,negative
Manglish,Poda Choolu,negative
Manglish,Poda Naayinte Mon,negative
Manglish,Poda Panneente Mon,negative
Manglish,Poda Kunna,negative
Manglish,Pelayadi,negative
Manglish,Poda Poorr,negative
Manglish,Poda Kotham,negative
Manglish,Poda Avarathi,negative
Manglish,Poda Thallayolli,negative
Manglish,Poda Kandarolli,negative
Manglish,Poda Thallayolli,negative
Manglish,Poda Our Suresh Gopi's famous 'pulle' ,negative
Manglish,maithandi,negative
Manglish,vaduri,negative
Manglish,poo*** something,negative
Manglish,moonchi,negative
Manglish,,negative
Manglish,Thevidichi Oomban,negative
Manglish,Thevidichi Oomban,negative
Manglish,Thevidichi Oomban,negative
Manglish,Thevidichi Oomban,negative
Manglish,Thevidichi Oomban,negative
Manglish,Thevidichi Oomban,negative
Manglish,Thevidichi Oomban,negative
Manglish,Thevidichi Oomban,negative
Manglish,Nee oru waste aanu,negative
Manglish,Enikku valare down aanu innu,negative
Manglish,Nee oru waste aanu,negative
Manglish,Ithu evideyum work cheyyilla,negative
Manglish,Enikku valare down aanu innu,negative
Manglish,Nee oru waste aanu,negative
Manglish,Nee oru waste aanu,negative
Manglish,Nee oru waste aanu,negative
Manglish,Nee oru waste aanu,negative
Manglish,Enikku ivide oru tea venam,positive
Manglish,Njan ippo busy aanu.,positive
Manglish,Evideya closest petrol pump,positive
Manglish,Ithu njan kazhinja week kandathu.,positive
Manglish,Lunch kazhinjo,positive
Manglish,Ningal evideya povunnathu,positive
Manglish,Ini entha cheyyuka,positive
Manglish,Oru nice movie recommend cheyyu.,positive
Manglish,Ivide oru heavy traffic und,positive
Manglish,Angane parayaruthu,positive
Manglish,Ithra late aayi,positive
Manglish,Njan ithu kandu kothi aayi,positive
Manglish,Ivide wifi undalle,positive
Manglish,Phone charge illa,positive
Manglish,Kure work baaki und,positive
Manglish,Evideya function undennu paranjathu,positive
Manglish,Pakal muzhuvan odichu,positive
Manglish,Chat cheyyan time ille,positive
Manglish,Dinner kazhinjille,positive
Manglish,Namukku oru trip plan cheyyam,positive
Manglish,Ambalathll poyo,positive
Manglish,Gym poyo,positive
Manglish,Bike edutho,positive
Manglish,Sugano,positive
Manglish,Sugam,positive
Manglish,entha parupadi,positive
Manglish,entha ppd,positive
Manglish,Namaskaram,positive
English,I am very happy with the results,positive
Manglish,Enikku ee karyam ishtamalla,negative
English,"OMG, your tongue ... keep your tongue in control ",negative
Manglish,Okay aanu paranjathu,neutral
English,I think it's fine,neutral
Manglish,Nee evida,neutral
Manglish,Eppo varum,neutral
Manglish,Njan innu valre santhosha thll anu ,positive
Manglish,Avalu poyi da machu,negative
Manglish,Athe athe,neutral
Manglish,Mmm,neutral
Manglish,Kkk,neutral
Manglish,Njan inn avide poyirunnu,neutral
Manglish,Avane kanan poyalo,neutral
Manglish,Ariyalo,neutral
Manglish,Adh kollam mayirunnu,positive
Manglish,thodangi,neutral
Manglish,kudichu,neutral
Manglish,kudikkam,neutral
Manglish,kollam,positive
Manglish,pora,negative
Manglish,ayseri,neutral
Manglish,Nee evida,neutral
Manglish,Eppo varum,neutral
Manglish,Njan innu valre santhosha thll anu ,positive
Manglish,Avalu poyi da machu,negative
Manglish,Athe athe,neutral
Manglish,Mmm,neutral
Manglish,Kkk,neutral
Manglish,Njan inn avide poyirunnu,neutral
Manglish,Avane kanan poyalo,neutral
Manglish,Ariyalo,neutral
Manglish,Adh kollam mayirunnu,positive
Manglish,thodangi,neutral
Manglish,kudichu,neutral
Manglish,kudikkam,neutral
Manglish,kollam,positive
Manglish,pora,negative
Manglish,ayseri,neutral
Manglish,ayseri,negative
Manglish,valare hurt aayi.,negative
Manglish,fail aayi,negative
Manglish,"Njan angane parayarilla enn karuthi, pakse avan paranju",negative
Manglish,Manassil kooduthal tension aanu,negative
Manglish,Innu oru worst day aayirunnu,negative
Manglish,Athu kandu njan valare upset aayi,negative
Manglish,Enikku ithokke deserve alla enn thonni,negative
Manglish,Innu oru worst day aayirunnu,negative
Manglish,pakse ellam waste aayi,negative
Manglish,Innu oru valiya relief und,positive
Manglish,Innu oru valiya relief und,positive
Manglish,valare happy aayi,positive
Manglish,Ente friend enikku support cheythu,positive
Manglish,Enikku ente karyangalil confidence vannu,positive
Manglish,Njan ethra hard work cheythathinte result kitti,positive
Manglish,Innu oru nalla divasam aayirunnu,positive
Manglish,Nee evida,neutral
Manglish,Eppo varum,neutral
Manglish,Njan innu valre santhosha thll anu ,positive
Manglish,Avalu poyi da machu,negative
Manglish,Athe athe,neutral
Manglish,Mmm,neutral
Manglish,Kkk,neutral
Manglish,Njan inn avide poyirunnu,neutral
Manglish,Avane kanan poyalo,neutral
Manglish,Ariyalo,neutral
Manglish,Adh kollam mayirunnu,positive
Manglish,thodangi,neutral
Manglish,kudichu,neutral
Manglish,kudikkam,neutral
Manglish,kollam,positive
Manglish,pora,negative
Manglish,ayseri,neutral
Manglish,ayseri,negative
Manglish,valare hurt aayi.,negative
Manglish,fail aayi,negative
Manglish,"Njan angane parayarilla enn karuthi, pakse avan paranju",negative
Manglish,Manassil kooduthal tension aanu,negative
Manglish,Innu oru worst day aayirunnu,negative
Manglish,Athu kandu njan valare upset aayi,negative
Manglish,Enikku ithokke deserve alla enn thonni,negative
Manglish,Innu oru worst day aayirunnu,negative
Manglish,pakse ellam waste aayi,negative
Manglish,Innu oru valiya relief und,positive
Manglish,Innu oru valiya relief und,positive
Manglish,valare happy aayi,positive
Manglish,Ente friend enikku support cheythu,positive
Manglish,Enikku ente karyangalil confidence vannu,positive
Manglish,Njan ethra hard work cheythathinte result kitti,positive
Manglish,Innu oru nalla divasam aayirunnu,positive
Manglish,Okay alle,neutral
Manglish,Come on da,neutral
Manglish,What da,neutral
Manglish,Ithu kollaam,neutral
Manglish,No tension,neutral
Manglish,On the way aanu,neutral
Manglish,Busy aanu,neutral
Manglish,Late aayi,neutral
Manglish,Full tired,neutral
Manglish,Lunch kazhichu,neutral
Manglish,Net illa,neutral
Manglish,Call cheyyu,neutral
Manglish,Call cheyyam,neutral
Manglish,Miss aayi,neutral
Manglish,Correct aanu,neutral
Manglish,Time illa,neutral
Manglish,Mood illa,neutral
Manglish,Correct aanu,neutral
Manglish,Chumma paranju,neutral
Manglish,Super aanu,neutral
Manglish,No idea,neutral
Manglish,No mood,neutral
Manglish,Late aayi,neutral
Manglish,manasilayila,neutral
Manglish,urangi poyi,neutral
Manglish,Battery illa,neutral
Manglish,Charge cheyyu,neutral
Manglish,Chumma irikkunnu,neutral
Manglish,Nalla karyam,neutral
Manglish,Onnum illa,neutral
Manglish,Kollaam alle,neutral
Manglish,Ithokke sherikkum,neutral
Manglish,Vannittilla,neutral
Manglish,Kazhinju,neutral
Manglish,Karyam illa,neutral
Manglish,Message cheyyu,neutral
Manglish,Call cheyyu,neutral
Manglish,Online aanu,neutral
Manglish,Offline aayi,neutral
Manglish,Karyam illa,neutral
Manglish,Net slow aanu,neutral
Manglish,App crash aayi,neutral
Manglish,Login cheyyu,neutral
Manglish,Logout cheyyu,neutral
Manglish,Update cheyyu,neutral
Manglish,Download aayi,neutral
Manglish,Doubt undu,neutral
Manglish,Tension aayi,neutral
Manglish,Confused aanu,neutral
Manglish,Feel cheyyunnu,neutral
Manglish,Mind illa,neutral
Manglish,Train miss aayi,neutral
Manglish,Flight undu,neutral
Manglish,vangi,neutral
Manglish,Taxi vangiyo,neutral
Manglish,Travel kazhinju,neutral
Manglish,All set,neutral
Manglish,Lunch kazhichu,neutral
English,Ithu valiya problem aanu.,negative
English,It’s raining outside.!,neutral
Tanglish,Romba kastam-a irukku! :),negative
Manglish,Ithupole oru good news kaananilla!!,positive
English,Super-a irundhuchu meeting!.,positive
Manglish,Ithupole oru good news kaananilla!.,positive
English,It’s raining outside.!,neutral
Manglish,Njan just avide poyi vannu. :),neutral
English,Ithu valiya problem aanu.,negative
Manglish,Njan just avide poyi vannu. :),neutral
Manglish,Ithupole oru good news kaananilla!.,positive
English,Super-a irundhuchu meeting!.,positive
English,It’s raining outside.,neutral
English,I’m really happy with the result!,positive
Manglish,Ithupole oru good news kaananilla!.,positive
Tanglish,Romba kastam-a irukku!,negative
English,It’s raining outside.!,neutral
English,I didn’t like the product at all..,negative
English,It’s raining outside.!,neutral
English,I didn’t like the product at all..,negative
Manglish,Njan just avide poyi vannu. :),neutral
English,Ithu valiya problem aanu. :),negative
Tanglish,Romba kastam-a irukku!!,negative
English,Ithu valiya problem aanu.!,negative
English,Super-a irundhuchu meeting!.,positive
Manglish,Ithupole oru good news kaananilla!,positive
Manglish,Ithupole oru good news kaananilla! :),positive
Tanglish,Naan station ku poitten. :),neutral
Manglish,Ithupole oru good news kaananilla!!,positive
Tanglish,Romba kastam-a irukku!!,negative
Manglish,Ithupole oru good news kaananilla!!,positive
Tanglish,Romba kastam-a irukku!.,negative
Tanglish,Naan station ku poitten.!,neutral
Manglish,Ithupole oru good news kaananilla!,positive
English,Super-a irundhuchu meeting!,positive
English,I’m really happy with the result!,positive
Tanglish,Naan station ku poitten..,neutral
Manglish,Njan just avide poyi vannu. :),neutral
Tanglish,Naan station ku poitten. :),neutral
English,Ithu valiya problem aanu. :),negative
English,Super-a irundhuchu meeting! :),positive
Tanglish,Naan station ku poitten.,neutral
Manglish,Ithupole oru good news kaananilla!.,positive
Tanglish,Romba kastam-a irukku!,negative
Tanglish,Romba kastam-a irukku! :),negative
English,Super-a irundhuchu meeting! :),positive
English,I didn’t like the product at all..,negative
English,Ithu valiya problem aanu.,negative
English,Super-a irundhuchu meeting! :),positive
English,Super-a irundhuchu meeting!,positive
Tanglish,Romba kastam-a irukku! :),negative
English,Ithu valiya problem aanu..,negative
English,Super-a irundhuchu meeting!,positive
English,It’s raining outside.,neutral
English,I’m really happy with the result!.,positive
Manglish,Njan just avide poyi vannu.,neutral
English,I didn’t like the product at all.,negative
Tanglish,Naan station ku poitten.!,neutral
English,I’m really happy with the result!,positive
English,Super-a irundhuchu meeting!.,positive
English,I’m really happy with the result! :),positive
English,Super-a irundhuchu meeting!!,positive
English,I’m really happy with the result! :),positive
English,Ithu valiya problem aanu. :),negative
English,It’s raining outside.,neutral
Tanglish,Romba kastam-a irukku!!,negative
Tanglish,Romba kastam-a irukku!,negative
Manglish,Ithupole oru good news kaananilla!.,positive
English,It’s raining outside.,neutral
Tanglish,Romba kastam-a irukku! :),negative
English,It’s raining outside.!,neutral
English,Ithu valiya problem aanu. :),negative
English,I’m really happy with the result!,positive
English,It’s raining outside.!,neutral
Tanglish,Naan station ku poitten. :),neutral
English,It’s raining outside..,neutral
English,I didn’t like the product at all.,negative
Manglish,Njan just avide poyi vannu.!,neutral
Tanglish,Naan station ku poitten.!,neutral
English,I didn’t like the product at all.!,negative
Manglish,Ithupole oru good news kaananilla!,positive
English,Super-a irundhuchu meeting!!,positive
Manglish,Njan just avide poyi vannu..,neutral
Tanglish,Romba kastam-a irukku!!,negative
English,Ithu valiya problem aanu. :),negative
Tanglish,Naan station ku poitten.,neutral
English,Ithu valiya problem aanu..,negative
English,It’s raining outside. :),neutral
Tanglish,Romba kastam-a irukku!!,negative
English,Super-a irundhuchu meeting! :),positive
Manglish,Ithupole oru good news kaananilla!!,positive
English,It’s raining outside. :),neutral
Manglish,Njan just avide poyi vannu.!,neutral
Tanglish,Romba kastam-a irukku!.,negative
English,Super-a irundhuchu meeting! :),positive
English,Ithu valiya problem aanu. :),negative
English,Ithu valiya problem aanu. :),negative
Manglish,Njan just avide poyi vannu. :),neutral
Tanglish,Romba kastam-a irukku!,negative
English,Ithu valiya problem aanu.!,negative
Tanglish,Naan station ku poitten..,neutral
English,I didn’t like the product at all.!,negative
Tanglish,Naan station ku poitten. :),neutral
English,I’m really happy with the result!,positive
English,I’m really happy with the result! :),positive
Manglish,Njan just avide poyi vannu..,neutral
English,It’s raining outside.!,neutral
English,I didn’t like the product at all.,negative
Tanglish,Romba kastam-a irukku!!,negative
English,Ithu valiya problem aanu.,negative
Manglish,Njan just avide poyi vannu..,neutral
Manglish,Ithupole oru good news kaananilla!!,positive
English,Super-a irundhuchu meeting!!,positive
Tanglish,Romba kastam-a irukku!!,negative
Tanglish,Romba kastam-a irukku! :),negative
English,I didn’t like the product at all.!,negative
English,I’m really happy with the result!.,positive
English,I didn’t like the product at all. :),negative
English,Ithu valiya problem aanu.,negative
Tanglish,Naan station ku poitten.!,neutral
Tanglish,Romba kastam-a irukku!,negative
Tanglish,Naan station ku poitten. :),neutral
